Order ID,Order Date,Product ID,Category,Product Subcategory,Sales,Quantity,Discount,Profit
CA-2016-117415,12/27/2016,TEC-PH-10000486,Technology,Phones,371.168,4,0.2,41.7564
CA-2018-120999,9/10/2018,TEC-PH-10004093,Technology,Phones,147.168,4,0.2,16.5564
CA-2017-101343,7/17/2017,OFF-ST-10003479,Office Supplies,Storage,77.88,2,0,3.894
CA-2018-139619,9/19/2018,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.5616
CA-2017-118255,3/11/2017,TEC-AC-10000171,Technology,Accessories,45.98,2,0,19.7714
CA-2017-118255,3/11/2017,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0,8.2062
CA-2015-146703,10/20/2015,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0,8.4784
CA-2017-169194,6/20/2017,TEC-AC-10002167,Technology,Accessories,45,3,0,4.95
CA-2017-169194,6/20/2017,TEC-PH-10003988,Technology,Phones,21.8,2,0,6.104
CA-2016-115742,4/18/2016,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0,17.9634
CA-2016-115742,4/18/2016,OFF-LA-10002762,Office Supplies,Labels,75.18,6,0,35.3346
CA-2016-115742,4/18/2016,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0,2.9568
CA-2016-115742,4/18/2016,FUR-CH-10003061,Furniture,Chairs,89.99,1,0,17.0981
CA-2017-105816,12/11/2017,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,0,6.2566
CA-2017-105816,12/11/2017,TEC-PH-10002447,Technology,Phones,1029.95,5,0,298.6855
CA-2017-111682,6/17/2017,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0,52.14
CA-2017-111682,6/17/2017,OFF-PA-10001569,Office Supplies,Paper,32.4,5,0,15.552
CA-2017-111682,6/17/2017,FUR-CH-10003968,Furniture,Chairs,319.41,5,0.1,7.098
CA-2017-111682,6/17/2017,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0,6.9888
CA-2017-111682,6/17/2017,TEC-AC-10002167,Technology,Accessories,30,2,0,3.3
CA-2017-111682,6/17/2017,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362
CA-2017-111682,6/17/2017,OFF-AR-10001868,Office Supplies,Art,1.68,1,0,0.84
CA-2016-135545,11/24/2016,TEC-AC-10004633,Technology,Accessories,13.98,2,0,6.1512
CA-2016-135545,11/24/2016,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612
CA-2016-135545,11/24/2016,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0,68.9631
CA-2016-135545,11/24/2016,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0,22.3328
US-2016-164175,4/30/2016,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225
CA-2015-106376,12/5/2015,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024
CA-2015-106376,12/5/2015,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988
CA-2017-119823,6/4/2017,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0,35.6636
CA-2017-106075,9/18/2017,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731
CA-2018-114440,9/14/2018,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0,8.763
US-2016-134026,4/26/2016,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912
US-2016-134026,4/26/2016,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213
US-2016-134026,4/26/2016,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196
US-2018-118038,12/9/2018,OFF-BI-10004182,Office Supplies,Binders,1.248,3,0.8,-1.9344
US-2018-118038,12/9/2018,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248
US-2018-118038,12/9/2018,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724
US-2015-147606,11/26/2015,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475
CA-2017-127208,6/12/2017,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0,56.2032
CA-2017-127208,6/12/2017,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0,8.0352
CA-2015-139451,10/12/2015,OFF-AR-10002053,Office Supplies,Art,14.9,5,0,4.172
CA-2015-139451,10/12/2015,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0,6.2031
CA-2016-149734,9/3/2016,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075
US-2018-119662,11/13/2018,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549
CA-2018-140088,5/28/2018,FUR-CH-10000863,Furniture,Chairs,301.96,2,0,33.2156
CA-2018-155558,10/26/2018,TEC-AC-10001998,Technology,Accessories,19.99,1,0,6.7966
CA-2018-155558,10/26/2018,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0,2.9568
CA-2017-159695,4/5/2017,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572
CA-2017-109806,9/17/2017,OFF-AR-10004930,Office Supplies,Art,20.1,3,0,6.633
CA-2017-109806,9/17/2017,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.2782
CA-2017-109806,9/17/2017,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0,3.1104
CA-2016-149587,1/31/2016,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0,6.2208
CA-2016-149587,1/31/2016,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0,16.5354
CA-2016-149587,1/31/2016,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0,16.1504
US-2018-109484,11/6/2018,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788
CA-2018-161018,11/9/2018,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0,40.5426
CA-2018-157833,6/17/2018,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592
CA-2017-149223,9/6/2017,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0,22.5852
CA-2017-158568,8/29/2017,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184
CA-2017-158568,8/29/2017,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973
CA-2017-158568,8/29/2017,OFF-BI-10002609,Office Supplies,Binders,1.788,3,0.8,-3.0396
CA-2017-129903,12/1/2017,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0,11.7208
US-2016-156867,11/13/2016,TEC-AC-10001552,Technology,Accessories,238.896,6,0.2,-26.8758
US-2016-156867,11/13/2016,FUR-FU-10004006,Furniture,Furnishings,102.36,3,0.2,-3.8385
US-2016-156867,11/13/2016,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174
CA-2018-119004,11/23/2018,TEC-AC-10003499,Technology,Accessories,74.112,8,0.2,17.6016
CA-2018-119004,11/23/2018,TEC-PH-10002844,Technology,Phones,27.992,1,0.2,2.0994
CA-2018-119004,11/23/2018,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738
CA-2016-129476,10/15/2016,TEC-AC-10000844,Technology,Accessories,339.96,5,0.2,67.992
CA-2018-146780,12/25/2018,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0,10.9096
CA-2017-128867,11/3/2017,OFF-AR-10000380,Office Supplies,Art,75.96,2,0,22.788
CA-2017-128867,11/3/2017,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0,13.3476
CA-2015-115259,8/25/2015,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348
CA-2015-115259,8/25/2015,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652
CA-2015-115259,8/25/2015,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925
CA-2015-115259,8/25/2015,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316
CA-2016-110457,3/2/2016,FUR-TA-10001768,Furniture,Tables,787.53,3,0,165.3813
US-2016-136476,4/5/2016,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156
CA-2017-103730,6/12/2017,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0,18.3456
CA-2017-103730,6/12/2017,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0,13.878
CA-2017-103730,6/12/2017,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0,63.4368
CA-2017-103730,6/12/2017,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0,51.759
CA-2017-103730,6/12/2017,TEC-PH-10003875,Technology,Phones,68.04,7,0,19.7316
US-2015-152030,12/26/2015,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794
US-2015-134614,9/20/2015,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-407.682
US-2018-107272,11/5/2018,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308
US-2018-107272,11/5/2018,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499
US-2017-125969,11/6/2017,FUR-CH-10001146,Furniture,Chairs,81.424,2,0.2,-9.1602
US-2017-125969,11/6/2017,FUR-FU-10003773,Furniture,Furnishings,238.56,3,0,26.2416
US-2018-164147,2/2/2018,TEC-PH-10002293,Technology,Phones,59.97,5,0.4,-11.994
US-2018-164147,2/2/2018,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364
US-2018-164147,2/2/2018,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732
CA-2017-145583,10/13/2017,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0,9.6192
CA-2017-145583,10/13/2017,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0,16.6568
CA-2017-145583,10/13/2017,OFF-AR-10001149,Office Supplies,Art,11.52,4,0,3.456
CA-2017-145583,10/13/2017,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0,1.9698
CA-2017-145583,10/13/2017,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616
CA-2017-145583,10/13/2017,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0,18.4464
CA-2017-145583,10/13/2017,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0,20.6976
CA-2017-110366,9/5/2017,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35
CA-2018-106180,9/18/2018,OFF-AR-10000940,Office Supplies,Art,8.82,3,0,2.3814
CA-2018-106180,9/18/2018,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0,5.1042
CA-2018-106180,9/18/2018,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976
CA-2018-155376,12/22/2018,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,0,218.2518
CA-2016-110744,9/7/2016,OFF-ST-10003656,Office Supplies,Storage,671.93,7,0,20.1579
CA-2015-110072,10/22/2015,FUR-FU-10000521,Furniture,Furnishings,93.888,4,0.2,12.9096
CA-2017-114489,12/5/2017,TEC-PH-10000215,Technology,Phones,384.45,11,0,103.8015
CA-2017-114489,12/5/2017,TEC-PH-10001448,Technology,Phones,149.97,3,0,5.9988
CA-2017-114489,12/5/2017,FUR-CH-10000454,Furniture,Chairs,1951.84,8,0,585.552
CA-2017-114489,12/5/2017,OFF-BI-10002735,Office Supplies,Binders,171.55,5,0,80.6285
CA-2017-158834,3/13/2017,OFF-AP-10000326,Office Supplies,Appliances,157.92,5,0.2,17.766
CA-2017-158834,3/13/2017,TEC-PH-10001254,Technology,Phones,203.184,2,0.2,15.2388
CA-2016-124919,5/31/2016,OFF-PA-10001950,Office Supplies,Paper,58.38,7,0,26.271
CA-2016-124919,5/31/2016,OFF-PA-10002254,Office Supplies,Paper,105.52,4,0,48.5392
CA-2016-124919,5/31/2016,OFF-ST-10001590,Office Supplies,Storage,80.88,6,0,21.0288
CA-2016-118948,5/28/2016,OFF-AR-10001547,Office Supplies,Art,6.63,3,0,1.7901
CA-2015-104269,3/1/2015,FUR-CH-10004063,Furniture,Chairs,457.568,2,0.2,51.4764
CA-2017-114104,11/20/2017,OFF-LA-10002475,Office Supplies,Labels,14.62,2,0,6.8714
CA-2017-114104,11/20/2017,TEC-PH-10004536,Technology,Phones,944.93,7,0,236.2325
CA-2017-162733,5/11/2017,OFF-PA-10002751,Office Supplies,Paper,5.98,1,0,2.691
CA-2016-119697,12/28/2016,TEC-AC-10003657,Technology,Accessories,54.384,2,0.2,1.3596
CA-2017-154508,11/16/2017,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0,13.348
CA-2017-113817,11/7/2017,OFF-BI-10004002,Office Supplies,Binders,27.68,2,0.2,9.688
CA-2015-139892,9/8/2015,OFF-AR-10004441,Office Supplies,Art,9.936,3,0.2,2.7324
CA-2015-139892,9/8/2015,TEC-MA-10000822,Technology,Machines,8159.952,8,0.4,-1359.992
CA-2015-139892,9/8/2015,OFF-ST-10000991,Office Supplies,Storage,275.928,3,0.2,-58.6347
CA-2015-139892,9/8/2015,FUR-CH-10004287,Furniture,Chairs,1740.06,9,0.3,-24.858
CA-2015-139892,9/8/2015,OFF-AR-10002656,Office Supplies,Art,32.064,6,0.2,6.8136
CA-2015-139892,9/8/2015,OFF-AP-10002518,Office Supplies,Appliances,177.98,5,0.8,-453.849
CA-2015-139892,9/8/2015,TEC-PH-10003931,Technology,Phones,143.976,3,0.2,8.9985
CA-2015-118962,8/5/2015,OFF-PA-10000659,Office Supplies,Paper,20.94,3,0,9.8418
CA-2015-118962,8/5/2015,OFF-PA-10001144,Office Supplies,Paper,110.96,2,0,53.2608
CA-2015-118962,8/5/2015,FUR-CH-10003817,Furniture,Chairs,340.144,7,0.2,21.259
US-2015-100853,9/14/2015,OFF-AP-10000891,Office Supplies,Appliances,52.448,2,0.8,-131.12
US-2015-100853,9/14/2015,OFF-LA-10003148,Office Supplies,Labels,20.16,4,0.2,6.552
US-2018-152366,4/21/2018,OFF-AP-10002684,Office Supplies,Appliances,97.264,4,0.8,-243.16
US-2016-101511,11/21/2016,FUR-CH-10004698,Furniture,Chairs,396.802,7,0.3,-11.3372
US-2016-101511,11/21/2016,OFF-SU-10002189,Office Supplies,Supplies,15.88,5,0.2,-3.7715
CA-2016-137225,12/15/2016,OFF-AR-10001940,Office Supplies,Art,3.28,1,0,1.4104
CA-2015-166191,12/5/2015,OFF-ST-10003455,Office Supplies,Storage,24.816,2,0.2,1.8612
CA-2015-166191,12/5/2015,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
CA-2015-158274,11/19/2015,TEC-PH-10003273,Technology,Phones,503.96,4,0,131.0296
CA-2015-158274,11/19/2015,TEC-PH-10004896,Technology,Phones,149.95,5,0,41.986
CA-2015-158274,11/19/2015,TEC-AC-10002345,Technology,Accessories,29,2,0,7.25
CA-2017-105018,11/28/2017,OFF-BI-10001890,Office Supplies,Binders,7.16,2,0,3.4368
CA-2015-123260,8/26/2015,TEC-AC-10002323,Technology,Accessories,176.8,8,0,22.984
CA-2017-157000,7/16/2017,OFF-ST-10001328,Office Supplies,Storage,37.224,3,0.2,3.7224
CA-2017-157000,7/16/2017,OFF-PA-10001950,Office Supplies,Paper,20.016,3,0.2,6.255
CA-2016-102281,10/12/2016,FUR-BO-10002613,Furniture,Bookcases,899.136,4,0.2,112.392
CA-2016-102281,10/12/2016,TEC-PH-10001552,Technology,Phones,71.76,6,0,20.0928
CA-2016-102281,10/12/2016,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0,24.8832
CA-2016-102281,10/12/2016,FUR-BO-10002545,Furniture,Bookcases,626.352,3,0.2,46.9764
CA-2016-102281,10/12/2016,OFF-AR-10003514,Office Supplies,Art,19.9,5,0,6.567
CA-2016-131457,10/31/2016,OFF-EN-10001509,Office Supplies,Envelopes,14.28,7,0,6.7116
CA-2015-140004,3/21/2015,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
CA-2015-140004,3/21/2015,OFF-AR-10004027,Office Supplies,Art,6.048,3,0.2,1.5876
CA-2018-107720,11/6/2018,OFF-ST-10001414,Office Supplies,Storage,46.26,3,0,12.0276
US-2018-124303,7/6/2018,OFF-BI-10000343,Office Supplies,Binders,2.946,2,0.7,-2.2586
US-2018-124303,7/6/2018,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203
CA-2018-105074,6/24/2018,OFF-PA-10002666,Office Supplies,Paper,21.744,3,0.2,6.795
CA-2015-133690,8/3/2015,FUR-TA-10004289,Furniture,Tables,218.75,2,0.5,-161.875
CA-2015-133690,8/3/2015,OFF-AP-10003622,Office Supplies,Appliances,2.6,1,0.2,0.2925
US-2018-116701,12/17/2018,OFF-AP-10003217,Office Supplies,Appliances,66.284,2,0.8,-178.9668
CA-2018-126382,6/3/2018,FUR-FU-10002960,Furniture,Furnishings,35.168,7,0.2,9.6712
CA-2018-108329,12/9/2018,TEC-PH-10001918,Technology,Phones,444.768,4,0.2,44.4768
CA-2018-135860,12/1/2018,OFF-ST-10000642,Office Supplies,Storage,83.92,4,0,5.8744
CA-2018-135860,12/1/2018,TEC-PH-10001700,Technology,Phones,131.98,2,0,35.6346
CA-2018-135860,12/1/2018,OFF-BI-10003274,Office Supplies,Binders,15.92,4,0,7.4824
CA-2018-135860,12/1/2018,OFF-FA-10000134,Office Supplies,Fasteners,52.29,9,0,16.2099
CA-2018-135860,12/1/2018,OFF-ST-10001522,Office Supplies,Storage,91.99,1,0,3.6796
CA-2016-101007,2/9/2016,TEC-AC-10001266,Technology,Accessories,20.8,2,0.2,6.5
CA-2016-146262,1/2/2016,OFF-LA-10004544,Office Supplies,Labels,23.68,2,0.2,8.88
CA-2016-146262,1/2/2016,FUR-BO-10004695,Furniture,Bookcases,452.45,5,0.5,-244.323
CA-2016-146262,1/2/2016,TEC-PH-10002844,Technology,Phones,62.982,3,0.4,-14.6958
CA-2016-146262,1/2/2016,TEC-MA-10000864,Technology,Machines,1188,9,0.7,-950.4
CA-2016-146262,1/2/2016,TEC-AC-10000109,Technology,Accessories,89.584,2,0.2,4.4792
CA-2017-130162,10/28/2017,OFF-ST-10001328,Office Supplies,Storage,93.06,6,0,26.0568
CA-2017-130162,10/28/2017,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782
CA-2016-169397,12/24/2016,OFF-FA-10000585,Office Supplies,Fasteners,5.584,2,0.2,1.8148
CA-2016-169397,12/24/2016,OFF-PA-10004000,Office Supplies,Paper,22.704,6,0.2,8.2302
CA-2016-169397,12/24/2016,OFF-BI-10002852,Office Supplies,Binders,19.776,4,0.7,-13.8432
CA-2016-169397,12/24/2016,FUR-FU-10000087,Furniture,Furnishings,72.704,4,0.2,19.0848
CA-2016-169397,12/24/2016,TEC-MA-10001148,Technology,Machines,479.988,4,0.7,-383.9904
CA-2016-169397,12/24/2016,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168
CA-2016-163055,8/9/2016,OFF-AR-10001026,Office Supplies,Art,2.2,1,0,0.968
CA-2016-163055,8/9/2016,FUR-TA-10003748,Furniture,Tables,622.45,5,0,136.939
CA-2016-163055,8/9/2016,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0,0.2198
US-2016-145436,2/28/2016,FUR-CH-10004860,Furniture,Chairs,161.568,2,0.2,-28.2744
US-2016-145436,2/28/2016,FUR-CH-10004477,Furniture,Chairs,389.696,8,0.2,43.8408
US-2015-156216,9/13/2015,OFF-BI-10001679,Office Supplies,Binders,18.648,7,0.7,-12.432
US-2018-100930,4/7/2018,FUR-TA-10001705,Furniture,Tables,233.86,2,0.45,-102.048
US-2018-100930,4/7/2018,FUR-TA-10003473,Furniture,Tables,620.6145,3,0.45,-248.2458
US-2018-100930,4/7/2018,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552
US-2018-100930,4/7/2018,FUR-FU-10004017,Furniture,Furnishings,258.072,3,0.2,0
US-2018-100930,4/7/2018,TEC-AC-10003832,Technology,Accessories,617.976,3,0.2,-7.7247
CA-2018-160514,11/12/2018,OFF-PA-10002479,Office Supplies,Paper,10.56,2,0,4.752
CA-2017-157749,6/4/2017,OFF-PA-10003349,Office Supplies,Paper,25.92,5,0.2,9.396
CA-2017-157749,6/4/2017,FUR-FU-10000576,Furniture,Furnishings,419.68,5,0.6,-356.728
CA-2017-157749,6/4/2017,FUR-FU-10004351,Furniture,Furnishings,11.688,3,0.6,-4.6752
CA-2017-157749,6/4/2017,TEC-PH-10000011,Technology,Phones,31.984,2,0.2,11.1944
CA-2017-157749,6/4/2017,FUR-TA-10002607,Furniture,Tables,177.225,5,0.5,-120.513
CA-2017-157749,6/4/2017,FUR-FU-10002505,Furniture,Furnishings,4.044,3,0.6,-2.8308
CA-2017-157749,6/4/2017,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
CA-2015-131926,6/1/2015,FUR-CH-10004063,Furniture,Chairs,2001.86,7,0,580.5394
CA-2015-131926,6/1/2015,OFF-ST-10002276,Office Supplies,Storage,166.72,2,0,41.68
CA-2015-131926,6/1/2015,OFF-PA-10004082,Office Supplies,Paper,47.88,6,0,23.94
CA-2015-131926,6/1/2015,OFF-AP-10002945,Office Supplies,Appliances,1503.25,5,0,496.0725
CA-2015-131926,6/1/2015,OFF-PA-10000061,Office Supplies,Paper,25.92,4,0,12.4416
CA-2017-154739,12/10/2017,FUR-CH-10002965,Furniture,Chairs,321.568,2,0.2,28.1372
CA-2017-145625,9/11/2017,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767
CA-2017-145625,9/11/2017,TEC-AC-10003832,Technology,Accessories,3347.37,13,0,636.0003
CA-2017-146941,12/10/2017,OFF-ST-10001228,Office Supplies,Storage,80.58,6,0,22.5624
CA-2017-146941,12/10/2017,OFF-EN-10003296,Office Supplies,Envelopes,361.92,4,0,162.864
US-2016-159982,11/28/2016,FUR-FU-10002505,Furniture,Furnishings,12.132,9,0.6,-8.4924
US-2016-159982,11/28/2016,OFF-ST-10004804,Office Supplies,Storage,82.368,2,0.2,-19.5624
US-2016-159982,11/28/2016,OFF-ST-10001590,Office Supplies,Storage,53.92,5,0.2,4.044
US-2016-159982,11/28/2016,TEC-PH-10001580,Technology,Phones,647.904,6,0.2,56.6916
CA-2018-163139,12/1/2018,TEC-AC-10000290,Technology,Accessories,20.37,3,0,6.9258
CA-2018-163139,12/1/2018,OFF-ST-10002790,Office Supplies,Storage,221.55,3,0,6.6465
CA-2018-163139,12/1/2018,OFF-BI-10003460,Office Supplies,Binders,17.52,5,0.2,6.132
US-2018-155299,6/8/2018,OFF-AP-10002203,Office Supplies,Appliances,1.624,2,0.8,-4.466
US-2015-106992,9/19/2015,TEC-MA-10000822,Technology,Machines,3059.982,3,0.4,-509.997
US-2015-106992,9/19/2015,TEC-MA-10003353,Technology,Machines,2519.958,7,0.4,-251.9958
CA-2017-125318,6/6/2017,TEC-PH-10001433,Technology,Phones,328.224,4,0.2,28.7196
CA-2016-155040,11/10/2016,TEC-AC-10004469,Technology,Accessories,79.9,2,0,35.156
CA-2018-136826,6/16/2018,OFF-AR-10003602,Office Supplies,Art,14.016,3,0.2,4.7304
CA-2017-111010,1/22/2017,OFF-FA-10003472,Office Supplies,Fasteners,7.56,6,0,0.3024
US-2018-145366,12/9/2018,OFF-ST-10004180,Office Supplies,Storage,37.208,1,0.2,-7.4416
US-2018-145366,12/9/2018,OFF-EN-10004386,Office Supplies,Envelopes,57.576,3,0.2,21.591
CA-2018-163979,12/28/2018,OFF-ST-10003208,Office Supplies,Storage,725.84,4,0,210.4936
